BATTERY,100,99.998152,2016.000000,,
BATTERY,100,99.998152,2016.000000,,
BATTERY,100,99.996596,3713.000000,,
BATTERY,100,99.996596,3713.000000,,
BATTERY,100,99.994747,5730.000000,,
BATTERY,100,99.994747,5730.000000,,
BATTERY,100,99.993192,7427.000000,,
BATTERY,100,99.993192,7427.000000,,
BATTERY,100,99.989583,11364.000000,,
BATTERY,100,99.989583,11364.000000,,
BATTERY,100,99.970652,32016.000000,,
BATTERY,100,99.970652,32016.000000,,
BATTERY,100,99.969096,33713.000000,,
BATTERY,100,99.969096,33713.000000,,
BATTERY,100,99.967541,35410.000000,,
BATTERY,100,99.967541,35410.000000,,
BATTERY,100,99.965575,37555.000000,,
BATTERY,100,99.965575,37555.000000,,
BATTERY,100,99.963902,39380.000000,,
BATTERY,100,99.963902,39380.000000,,
BATTERY,100,99.962142,41300.000000,,
BATTERY,100,99.962142,41300.000000,,
BATTERY,100,99.960444,43152.000000,,
BATTERY,100,99.960444,43152.000000,,
BATTERY,100,99.958709,45045.000000,,
BATTERY,100,99.958709,45045.000000,,
BATTERY,100,99.957011,46897.000000,,
BATTERY,100,99.957011,46897.000000,,
BATTERY,100,99.956830,47094.000000,,
BATTERY,100,99.952682,48791.000000,,
BATTERY,100,99.950986,50642.000000,,
BATTERY,100,99.950986,50642.000000,,
BATTERY,100,99.949250,52535.000000,,
BATTERY,100,99.949250,52535.000000,,
BATTERY,100,99.947553,54387.000000,,
BATTERY,100,99.947553,54387.000000,,
BATTERY,100,99.945817,56280.000000,,
BATTERY,100,99.945817,56280.000000,,
BATTERY,100,99.944120,58132.000000,,
BATTERY,100,99.944120,58132.000000,,
BATTERY,100,99.942384,60025.000000,,
BATTERY,100,99.942384,60025.000000,,
BATTERY,100,99.940687,61877.000000,,
BATTERY,100,99.940687,61877.000000,,
BATTERY,100,99.938927,63797.000000,,
BATTERY,100,99.938927,63797.000000,,
BATTERY,100,99.936961,65942.000000,,
BATTERY,100,99.936961,65942.000000,,
BATTERY,100,99.935201,67862.000000,,
BATTERY,100,99.935201,67862.000000,,
BATTERY,100,99.510019,531696.000000,,
BATTERY,100,99.510019,531696.000000,,
BATTERY,100,99.508299,533573.000000,,
BATTERY,100,99.508299,533573.000000,,
BATTERY,100,99.506704,535313.000000,,
BATTERY,100,99.506704,535313.000000,,
BATTERY,100,99.505031,537138.000000,,
BATTERY,100,99.505031,537138.000000,,
